Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
11/13/15,Colorado,Neutral,62,Iowa State,68,,Neutral Site,Loss,-6,5.27,7.73,Division 1
11/13/15,Georgia State,Home,73,Middle Georgia State,54,Away,,Win,19,1.22,0.00,Non Division 1
11/13/15,Middle Georgia State,Away,54,Georgia State,73,Home,,Loss,-19,0.00,1.22,Non Division 1
11/13/15,Georgia Southern,Home,116,Webber,49,Away,,Win,67,2.43,0.00,Non Division 1
11/13/15,Webber,Away,49,Georgia Southern,116,Home,,Loss,-67,0.00,2.43,Non Division 1
11/13/15,Cornell,Away,81,Georgia Tech,116,Home,,Loss,-35,-6.96,2.77,Division 1
11/13/15,Portland State,Away,72,Grand Canyon,82,Home,,Loss,-10,-0.52,8.20,Division 1
11/13/15,Harvard,Home,59,Massachusetts Institute of Technology,39,Away,,Win,20,-0.14,0.00,Non Division 1
11/13/15,Georgia Tech,Home,116,Cornell,81,Away,,Win,35,2.77,-6.96,Division 1
11/13/15,Grand Canyon,Home,82,Portland State,72,Away,,Win,10,8.20,-0.52,Division 1
11/13/15,Georgia,Home,90,Chattanooga,92,Away,,Loss,-2,0.86,9.61,Division 1
11/13/15,Furman,Home,63,Presbyterian,53,Away,,Win,10,4.94,-5.28,Division 1
11/13/15,Presbyterian,Away,53,Furman,63,Home,,Loss,-10,-5.28,4.94,Division 1
11/13/15,Fresno State,Home,69,Pepperdine,66,Away,,Win,3,4.53,2.76,Division 1
11/13/15,Pepperdine,Away,66,Fresno State,69,Home,,Loss,-3,2.76,4.53,Division 1
11/13/15,Colgate,Away,66,George Mason,53,Home,,Win,13,-1.55,-5.93,Division 1
11/13/15,Lafayette,Away,76,George Washington,85,Home,,Loss,-9,-9.00,7.33,Division 1
11/13/15,Chattanooga,Away,92,Georgia,90,Home,,Win,2,9.61,0.86,Division 1
11/13/15,George Mason,Home,53,Colgate,66,Away,,Loss,-13,-5.93,-1.55,Division 1
11/13/15,George Washington,Home,85,Lafayette,76,Away,,Win,9,7.33,-9.00,Division 1
11/13/15,Texas Lutheran,Away,65,Incarnate Word,86,Home,,Loss,-21,0.00,-0.37,Non Division 1
11/13/15,Eastern Illinois,Away,49,Indiana,88,Home,,Loss,-39,-1.79,13.23,Division 1
11/13/15,San Francisco,Away,78,Illinois-Chicago,75,Home,,Win,3,-1.00,-10.21,Division 1
11/13/15,Incarnate Word,Home,86,Texas Lutheran,65,Away,,Win,21,-0.37,0.00,Non Division 1
11/13/15,Indiana,Home,88,Eastern Illinois,49,Away,,Win,39,13.23,-1.79,Division 1
11/13/15,Gardner-Webb,Away,59,Iowa,76,Home,,Loss,-17,0.80,9.76,Division 1
11/13/15,Iowa,Home,76,Gardner-Webb,59,Away,,Win,17,9.76,0.80,Division 1
11/13/15,Indiana State,Home,70,IUPUI,72,Away,,Loss,-2,-1.13,-5.35,Division 1
11/13/15,IUPUI,Away,72,Indiana State,70,Home,,Win,2,-5.35,-1.13,Division 1
11/13/15,Illinois-Chicago,Home,75,San Francisco,78,Away,,Loss,-3,-10.21,-1.00,Division 1
11/13/15,Montana State,Away,76,Hawaii,87,Home,,Loss,-11,-2.25,11.41,Division 1
11/13/15,Canisius,Away,85,Hofstra,96,Home,,Loss,-11,-1.55,5.50,Division 1
11/13/15,Massachusetts Institute of Technology,Away,39,Harvard,59,Home,,Loss,-20,0.00,-0.14,Non Division 1
11/13/15,Hawaii,Home,87,Montana State,76,Away,,Win,11,11.41,-2.25,Division 1
11/13/15,Hofstra,Home,96,Canisius,85,Away,,Win,11,5.50,-1.55,Division 1
11/13/15,Illinois,Home,81,North Florida,93,Away,,Loss,-12,-2.10,6.97,Division 1
11/13/15,North Florida,Away,93,Illinois,81,Home,,Win,12,6.97,-2.10,Division 1
11/13/15,Great Falls,Away,72,Idaho State,78,Home,,Loss,-6,0.00,-0.57,Non Division 1
11/13/15,Idaho State,Home,78,Great Falls,72,Away,,Win,6,-0.57,0.00,Non Division 1
11/14/15,Virginia Military Institute,Away,50,Penn State,62,Home,,Loss,-12,-6.07,-3.93,Division 1
11/14/15,Harvard,Away,64,Providence,76,Home,,Loss,-12,-0.14,3.63,Division 1
11/14/15,Providence,Home,76,Harvard,64,Away,,Win,12,3.63,-0.14,Division 1
11/14/15,Northwest Christian,Away,52,Oregon State,74,Home,,Loss,-22,0.00,2.63,Non Division 1
11/14/15,Oregon State,Home,74,Northwest Christian,52,Away,,Win,22,2.63,0.00,Non Division 1
11/14/15,Penn State,Home,62,Virginia Military Institute,50,Away,,Win,12,-3.93,-6.07,Division 1
11/14/15,Santa Clara,Home,33,Denver,55,Away,,Loss,-22,-5.90,-0.34,Division 1
11/14/15,Norfolk State,Away,69,South Carolina,84,Home,,Loss,-15,-0.17,7.30,Division 1
11/14/15,South Carolina,Home,84,Norfolk State,69,Away,,Win,15,7.30,-0.17,Division 1
11/14/15,Idaho,Away,74,San Jose State,54,Home,,Win,20,3.90,-3.11,Division 1
11/14/15,San Jose State,Home,54,Idaho,74,Away,,Loss,-20,-3.11,3.90,Division 1
11/14/15,Denver,Away,55,Santa Clara,33,Home,,Win,22,-0.34,-5.90,Division 1
11/14/15,Nebraska,Home,97,Mississippi Valley State,51,Away,,Win,46,3.47,-13.39,Division 1
11/14/15,Greensboro,Away,69,North Carolina-Greensboro,86,Home,,Loss,-17,0.00,-0.26,Non Division 1
11/14/15,North Carolina-Greensboro,Home,86,Greensboro,69,Away,,Win,17,-0.26,0.00,Non Division 1
11/14/15,Hawaii-Hilo,Neutral,85,Montana State,90,,Neutral Site,Loss,-5,0.00,-2.25,Non Division 1
11/14/15,Montana State,Neutral,90,Hawaii-Hilo,85,,Neutral Site,Win,5,-2.25,0.00,Non Division 1
11/14/15,Mississippi Valley State,Away,51,Nebraska,97,Home,,Loss,-46,-13.39,3.47,Division 1
11/14/15,Northern Iowa,Home,78,Colorado State,84,Away,,Loss,-6,5.16,1.93,Division 1
11/14/15,Florida Gulf Coast,Away,75,Ohio,85,Home,,Loss,-10,5.81,4.07,Division 1
11/14/15,Ohio,Home,85,Florida Gulf Coast,75,Away,,Win,10,4.07,5.81,Division 1
11/14/15,Northern Illinois,Home,72,South Dakota,65,Away,,Win,7,5.65,-2.52,Division 1
11/14/15,South Dakota,Away,65,Northern Illinois,72,Home,,Loss,-7,-2.52,5.65,Division 1
11/14/15,Colorado State,Away,84,Northern Iowa,78,Home,,Win,6,1.93,5.16,Division 1
11/14/15,Utah Valley,Home,89,Great Falls,60,Away,,Win,29,-2.54,0.00,Non Division 1
11/14/15,Alabama State,Away,85,Virginia Tech,82,Home,,Win,3,-3.18,1.93,Division 1
11/14/15,Virginia Tech,Home,82,Alabama State,85,Away,,Loss,-3,1.93,-3.18,Division 1
11/14/15,Central Arkansas,Away,81,Tulsa,98,Home,,Loss,-17,-8.54,5.03,Division 1
11/14/15,Tulsa,Home,98,Central Arkansas,81,Away,,Win,17,5.03,-8.54,Division 1
11/14/15,Great Falls,Away,60,Utah Valley,89,Home,,Loss,-29,0.00,-2.54,Non Division 1
11/14/15,Winthrop,Home,102,Hampton,95,Away,,Win,7,6.34,0.04,Division 1
11/14/15,Cal State Northridge,Neutral,72,Wright State,67,,Neutral Site,Win,5,-3.93,1.94,Division 1
11/14/15,Wright State,Neutral,67,Cal State Northridge,72,,Neutral Site,Loss,-5,1.94,-3.93,Division 1
11/14/15,Campbellsville,Away,77,Western Kentucky,97,Home,,Loss,-20,0.00,0.21,Non Division 1
11/14/15,Western Kentucky,Home,97,Campbellsville,77,Away,,Win,20,0.21,0.00,Non Division 1
11/14/15,Hampton,Away,95,Winthrop,102,Home,,Loss,-7,0.04,6.34,Division 1
11/14/15,Stony Brook,Home,103,Merchant Marine Academy,32,Away,,Win,71,13.66,0.00,Non Division 1
11/14/15,Piedmont,Away,72,Tennessee Tech,110,Home,,Loss,-38,0.00,3.86,Non Division 1
11/14/15,Tennessee Tech,Home,110,Piedmont,72,Away,,Win,38,3.86,0.00,Non Division 1
11/14/15,Sam Houston State,Away,50,Southern Methodist,85,Home,,Loss,-35,4.59,14.18,Division 1
11/14/15,Southern Methodist,Home,85,Sam Houston State,50,Away,,Win,35,14.18,4.59,Division 1
11/14/15,Merchant Marine Academy,Away,32,Stony Brook,103,Home,,Loss,-71,0.00,13.66,Non Division 1
11/14/15,Texas-El Paso,Home,96,Loyola (LA),49,Away,,Win,47,2.33,0.00,Non Division 1
11/14/15,Toledo,Home,96,West Virginia Tech,65,Away,,Win,31,6.68,0.00,Non Division 1
11/14/15,West Virginia Tech,Away,65,Toledo,96,Home,,Loss,-31,0.00,6.68,Non Division 1
11/14/15,Fordham,Away,72,Texas-Arlington,77,Home,,Loss,-5,3.11,9.86,Division 1
11/14/15,Texas-Arlington,Home,77,Fordham,72,Away,,Win,5,9.86,3.11,Division 1
11/14/15,Loyola (LA),Away,49,Texas-El Paso,96,Home,,Loss,-47,0.00,2.33,Non Division 1
11/14/15,William Jessup,Away,68,UC-Riverside,100,Home,,Loss,-32,0.00,1.43,Non Division 1
11/14/15,Creighton,Home,93,Texas Southern,70,Away,,Win,23,7.50,2.86,Division 1
11/14/15,Texas Southern,Away,70,Creighton,93,Home,,Loss,-23,2.86,7.50,Division 1
11/14/15,Cal State Bakersfield,Home,93,San Diego Christian,69,Away,,Win,24,8.68,0.00,Non Division 1
11/14/15,San Diego Christian,Away,69,Cal State Bakersfield,93,Home,,Loss,-24,0.00,8.68,Non Division 1
11/14/15,UC-Riverside,Home,100,William Jessup,68,Away,,Win,32,1.43,0.00,Non Division 1
11/14/15,Western Michigan,Away,63,DePaul,69,Home,,Loss,-6,-0.45,-6.97,Division 1
11/14/15,Bryant,Away,75,Duke,113,Home,,Loss,-38,-11.06,10.53,Division 1
11/14/15,Duke,Home,113,Bryant,75,Away,,Win,38,10.53,-11.06,Division 1
11/14/15,Central Florida,Away,85,Davidson,90,Home,,Loss,-5,-2.89,1.78,Division 1
11/14/15,Davidson,Home,90,Central Florida,85,Away,,Win,5,1.78,-2.89,Division 1
11/14/15,DePaul,Home,69,Western Michigan,63,Away,,Win,6,-6.97,-0.45,Division 1
11/14/15,Jacksonville,Away,68,Appalachian State,76,Home,,Loss,-8,0.41,-7.72,Division 1
11/14/15,Arkansas-Little Rock,Home,76,Central Baptist,57,Away,,Win,19,11.73,0.00,Non Division 1
11/14/15,Central Baptist,Away,57,Arkansas-Little Rock,76,Home,,Loss,-19,0.00,11.73,Non Division 1
11/14/15,Akron,Neutral,65,Cleveland State,53,,Neutral Site,Win,12,9.45,-6.77,Division 1
11/14/15,Cleveland State,Neutral,53,Akron,65,,Neutral Site,Loss,-12,-6.77,9.45,Division 1
11/14/15,Appalachian State,Home,76,Jacksonville,68,Away,,Win,8,-7.72,0.41,Division 1
11/14/15,New Orleans,Away,61,Bowling Green State,79,Home,,Loss,-18,-2.81,-1.35,Division 1
11/14/15,Butler,Home,144,Citadel,71,Away,,Win,73,9.93,-6.68,Division 1
11/14/15,Citadel,Away,71,Butler,144,Home,,Loss,-73,-6.68,9.93,Division 1
11/14/15,Boston College,Home,75,St. Francis (NY),49,Away,,Win,26,-8.93,-0.87,Division 1
11/14/15,St. Francis (NY),Away,49,Boston College,75,Home,,Loss,-26,-0.87,-8.93,Division 1
11/14/15,Bowling Green State,Home,79,New Orleans,61,Away,,Win,18,-1.35,-2.81,Division 1
11/14/15,Long Beach State,Home,91,Brigham Young-Hawaii,57,Away,,Win,34,1.28,0.00,Non Division 1
11/14/15,Eureka,Away,51,Loyola (IL),84,Home,,Loss,-33,0.00,-0.97,Non Division 1
11/14/15,Loyola (IL),Home,84,Eureka,51,Away,,Win,33,-0.97,0.00,Non Division 1
11/14/15,Lipscomb,Neutral,65,Milwaukee,71,,Neutral Site,Loss,-6,-2.44,7.06,Division 1
11/14/15,Milwaukee,Neutral,71,Lipscomb,65,,Neutral Site,Win,6,7.06,-2.44,Division 1
11/14/15,Brigham Young-Hawaii,Away,57,Long Beach State,91,Home,,Loss,-34,0.00,1.28,Non Division 1
11/14/15,Southern Mississippi,Away,49,Memphis,67,Home,,Loss,-18,-6.00,5.87,Division 1
11/14/15,Grambling,Away,85,Mid-Atlantic Christian,26,Home,,Win,59,-6.36,0.00,Non Division 1
11/14/15,Mid-Atlantic Christian,Home,26,Grambling,85,Away,,Loss,-59,0.00,-6.36,Non Division 1
11/14/15,Howard,Away,79,Massachusetts,85,Home,,Loss,-6,-3.69,-2.25,Division 1
11/14/15,Massachusetts,Home,85,Howard,79,Away,,Win,6,-2.25,-3.69,Division 1
11/14/15,Memphis,Home,67,Southern Mississippi,49,Away,,Win,18,5.87,-6.00,Division 1
11/14/15,Radford,Away,82,Georgetown,80,Home,,Win,2,0.63,2.29,Division 1
11/14/15,Kent State,Home,79,Youngstown State,70,Away,,Win,9,2.39,-7.48,Division 1
11/14/15,Youngstown State,Away,70,Kent State,79,Home,,Loss,-9,-7.48,2.39,Division 1
11/14/15,Averett,Away,59,East Tennessee State,107,Home,,Loss,-48,0.00,4.06,Non Division 1
11/14/15,East Tennessee State,Home,107,Averett,59,Away,,Win,48,4.06,0.00,Non Division 1
11/14/15,Georgetown,Home,80,Radford,82,Away,,Loss,-2,2.29,0.63,Division 1
11/14/15,Towson,Away,76,La Salle,78,Home,,Loss,-2,5.16,-11.07,Division 1
11/14/15,Baptist Bible (PA),Away,52,Liberty,90,Home,,Loss,-38,0.00,-2.81,Non Division 1
11/14/15,Liberty,Home,90,Baptist Bible (PA),52,Away,,Win,38,-2.81,0.00,Non Division 1
11/14/15,Kentucky,Home,87,NJIT,57,Away,,Win,30,10.90,0.94,Division 1
11/14/15,NJIT,Away,57,Kentucky,87,Home,,Loss,-30,0.94,10.90,Division 1
11/14/15,La Salle,Home,78,Towson,76,Away,,Win,2,-11.07,5.16,Division 1
11/15/15,Howard,Away,70,Rutgers,82,Home,,Loss,-12,-3.69,-13.10,Division 1
11/15/15,Rutgers,Home,82,Howard,70,Away,,Win,12,-13.10,-3.69,Division 1
11/15/15,Stetson,Away,85,Richmond,108,Home,,Loss,-23,-3.03,3.34,Division 1
11/15/15,Vermont,Away,79,Purdue,107,Home,,Loss,-28,4.35,13.07,Division 1
11/15/15,Richmond,Home,108,Stetson,85,Away,,Win,23,3.34,-3.03,Division 1
11/15/15,Niagara,Away,62,Saint Joseph's,73,Home,,Loss,-11,-7.63,8.79,Division 1
11/15/15,Milwaukee,Away,71,Santa Clara,65,Home,,Win,6,7.06,-5.90,Division 1
11/15/15,Santa Clara,Home,65,Milwaukee,71,Away,,Loss,-6,-5.90,7.06,Division 1
11/15/15,Saint Louis,Home,85,Hartford,68,Away,,Win,17,-6.39,-7.90,Division 1
11/15/15,Saint Joseph's,Home,73,Niagara,62,Away,,Win,11,8.79,-7.63,Division 1
11/15/15,Hartford,Away,68,Saint Louis,85,Home,,Loss,-17,-7.90,-6.39,Division 1
11/15/15,South Alabama,Away,70,North Carolina State,88,Home,,Loss,-18,-3.13,1.34,Division 1
11/15/15,Northern Illinois,Home,65,Wright State,59,Away,,Win,6,5.65,1.94,Division 1
11/15/15,North Carolina State,Home,88,South Alabama,70,Away,,Win,18,1.34,-3.13,Division 1
11/15/15,Fairfield,Away,65,North Carolina,92,Home,,Loss,-27,-0.13,12.60,Division 1
11/15/15,North Carolina,Home,92,Fairfield,65,Away,,Win,27,12.60,-0.13,Division 1
11/15/15,Wright State,Away,59,Northern Illinois,65,Home,,Loss,-6,1.94,5.65,Division 1
11/15/15,Pennsylvania,Home,77,Central Connecticut State,61,Away,,Win,16,-3.00,-13.10,Division 1
11/15/15,Purdue,Home,107,Vermont,79,Away,,Win,28,13.07,4.35,Division 1
11/15/15,Central Connecticut State,Away,61,Pennsylvania,77,Home,,Loss,-16,-13.10,-3.00,Division 1
11/15/15,Mount St. Mary's,Away,54,Ohio State,76,Home,,Loss,-22,-2.19,3.93,Division 1
11/15/15,Ohio State,Home,76,Mount St. Mary's,54,Away,,Win,22,3.93,-2.19,Division 1
11/15/15,Iona,Away,58,Valparaiso,83,Home,,Loss,-25,5.45,14.23,Division 1
11/15/15,Valparaiso,Home,83,Iona,58,Away,,Win,25,14.23,5.45,Division 1
11/15/15,UCLA,Home,88,Cal Poly,83,Away,,Win,5,2.10,-1.30,Division 1
11/15/15,Troy,Home,97,Reinhardt,82,Away,,Win,15,-4.53,0.00,Non Division 1
11/15/15,Cal Poly,Away,83,UCLA,88,Home,,Loss,-5,-1.30,2.10,Division 1
11/15/15,North Carolina-Asheville,Away,81,Western Carolina,90,Home,,Loss,-9,7.27,-0.23,Division 1
11/15/15,Siena,Away,65,Wisconsin,92,Home,,Loss,-27,5.66,5.03,Division 1
11/15/15,Wisconsin,Home,92,Siena,65,Away,,Win,27,5.03,5.66,Division 1
11/15/15,Western Illinois,Home,94,Hannibal-LaGrange,57,Away,,Win,37,-0.37,0.00,Non Division 1
11/15/15,Western Carolina,Home,90,North Carolina-Asheville,81,Away,,Win,9,-0.23,7.27,Division 1
11/15/15,Hannibal-LaGrange,Away,57,Western Illinois,94,Home,,Loss,-37,0.00,-0.37,Non Division 1
11/15/15,Wagner,Away,59,Seton Hall,69,Home,,Loss,-10,6.62,7.57,Division 1
11/15/15,Cal State Northridge,Neutral,72,South Dakota,76,,Neutral Site,Loss,-4,-3.93,-2.52,Division 1
11/15/15,Seton Hall,Home,69,Wagner,59,Away,,Win,10,7.57,6.62,Division 1
11/15/15,Sacramento State,Away,77,Seattle,65,Home,,Win,12,-1.22,-1.04,Division 1
11/15/15,Seattle,Home,65,Sacramento State,77,Away,,Loss,-12,-1.04,-1.22,Division 1
11/15/15,South Dakota,Neutral,76,Cal State Northridge,72,,Neutral Site,Win,4,-2.52,-3.93,Division 1
11/15/15,Stanford,Home,93,Charleston Southern,59,Away,,Win,34,1.56,-3.48,Division 1
11/15/15,Reinhardt,Away,82,Troy,97,Home,,Loss,-15,0.00,-4.53,Non Division 1
11/15/15,Charleston Southern,Away,59,Stanford,93,Home,,Loss,-34,-3.48,1.56,Division 1
11/15/15,Florida A&M,Away,51,Southern Illinois,81,Home,,Loss,-30,-9.04,4.42,Division 1
11/15/15,Southern Illinois,Home,81,Florida A&M,51,Away,,Win,30,4.42,-9.04,Division 1
11/15/15,Evansville,Home,80,Southeast Missouri State,65,Away,,Win,15,8.74,-10.62,Division 1
11/15/15,Southeast Missouri State,Away,65,Evansville,80,Home,,Loss,-15,-10.62,8.74,Division 1
11/15/15,George Fox,Away,64,Eastern Washington,126,Home,,Loss,-62,0.00,5.29,Non Division 1
11/15/15,Texas-San Antonio,Away,45,Clemson,78,Home,,Loss,-33,-11.47,5.07,Division 1
11/15/15,Eastern Washington,Home,126,George Fox,64,Away,,Win,62,5.29,0.00,Non Division 1
11/15/15,Florida State,Home,109,Nicholls State,62,Away,,Win,47,4.40,-10.87,Division 1
11/15/15,High Point,Home,93,North Carolina Wesleyan,69,Away,,Win,24,8.17,0.00,Non Division 1
11/15/15,North Carolina Wesleyan,Away,69,High Point,93,Home,,Loss,-24,0.00,8.17,Non Division 1
11/15/15,Hawaii,Neutral,74,Coastal Carolina,63,,Neutral Site,Win,11,11.41,7.79,Division 1
11/15/15,Nicholls State,Away,62,Florida State,109,Home,,Loss,-47,-10.87,4.40,Division 1
11/15/15,Coastal Carolina,Neutral,63,Hawaii,74,,Neutral Site,Loss,-11,7.79,11.41,Division 1
11/15/15,Wake Forest,Away,90,Bucknell,82,Home,,Win,8,-4.94,6.03,Division 1
11/15/15,UC-Davis,Home,79,Portland,66,Away,,Win,13,-1.56,-1.42,Division 1
11/15/15,Bucknell,Home,82,Wake Forest,90,Away,,Loss,-8,6.03,-4.94,Division 1
11/15/15,Army,Away,75,Binghamton,60,Home,,Win,15,3.13,-7.83,Division 1
11/15/15,Binghamton,Home,60,Army,75,Away,,Loss,-15,-7.83,3.13,Division 1
11/15/15,Portland,Away,66,UC-Davis,79,Home,,Loss,-13,-1.42,-1.56,Division 1
11/15/15,Robert Morris,Away,44,Cincinnati,106,Home,,Loss,-62,-5.68,11.83,Division 1
11/15/15,Clemson,Home,78,Texas-San Antonio,45,Away,,Win,33,5.07,-11.47,Division 1
11/15/15,Cincinnati,Home,106,Robert Morris,44,Away,,Win,62,11.83,-5.68,Division 1
11/15/15,UC-Irvine,Home,77,Loyola Marymount,53,Away,,Win,24,4.73,-3.52,Division 1
11/15/15,Loyola Marymount,Away,53,UC-Irvine,77,Home,,Loss,-24,-3.52,4.73,Division 1
11/15/15,Missouri-Kansas City,Home,73,William Jewell,59,Away,,Win,14,-3.75,0.00,Non Division 1
11/15/15,William Jewell,Away,59,Missouri-Kansas City,73,Home,,Loss,-14,0.00,-3.75,Non Division 1
11/15/15,Missouri,Home,73,Maryland-Eastern Shore,55,Away,,Win,18,-4.20,-7.43,Division 1
11/15/15,Minnesota,Home,67,Louisiana-Monroe,56,Away,,Win,11,-4.18,3.48,Division 1
11/15/15,Maryland-Eastern Shore,Away,55,Missouri,73,Home,,Loss,-18,-7.43,-4.20,Division 1
11/15/15,Nebraska-Omaha,Home,104,Saint Mary's (MN),58,Away,,Win,46,4.20,0.00,Non Division 1
11/15/15,New Mexico,Away,83,New Mexico State,74,Home,,Win,9,2.70,7.70,Division 1
11/15/15,New Mexico State,Home,74,New Mexico,83,Away,,Loss,-9,7.70,2.70,Division 1
11/15/15,Nevada,Neutral,83,Montana State,62,,Neutral Site,Win,21,4.38,-2.25,Division 1
11/15/15,Saint Mary's (MN),Away,58,Nebraska-Omaha,104,Home,,Loss,-46,0.00,4.20,Non Division 1
11/15/15,Montana State,Neutral,62,Nevada,83,,Neutral Site,Loss,-21,-2.25,4.38,Division 1
11/15/15,Iowa,Home,103,Coppin State,68,Away,,Win,35,9.76,-9.43,Division 1
11/15/15,Fort Valley State,Away,68,Jacksonville State,81,Home,,Loss,-13,0.00,-4.32,Non Division 1
11/15/15,Coppin State,Away,68,Iowa,103,Home,,Loss,-35,-9.43,9.76,Division 1
11/15/15,Illinois,Home,80,North Dakota State,74,Away,,Win,6,-2.10,4.47,Division 1
11/15/15,North Dakota State,Away,74,Illinois,80,Home,,Loss,-6,4.47,-2.10,Division 1
11/15/15,Jacksonville State,Home,81,Fort Valley State,68,Away,,Win,13,-4.32,0.00,Non Division 1
11/15/15,Lipscomb,Neutral,69,Denver,82,,Neutral Site,Loss,-13,-2.44,-0.34,Division 1
11/15/15,Louisiana-Monroe,Away,56,Minnesota,67,Home,,Loss,-11,3.48,-4.18,Division 1
11/15/15,Denver,Neutral,82,Lipscomb,69,,Neutral Site,Win,13,-0.34,-2.44,Division 1
11/15/15,Lafayette,Home,87,Saint Peter's,86,Away,,Win,1,-9.00,-0.41,Division 1
11/15/15,Saint Peter's,Away,86,Lafayette,87,Home,,Loss,-1,-0.41,-9.00,Division 1
11/16/15,Tennessee State,Away,67,Ohio,75,Home,,Loss,-8,5.03,4.07,Division 1
11/16/15,Ohio,Home,75,Tennessee State,67,Away,,Win,8,4.07,5.03,Division 1
11/16/15,Arkansas-Pine Bluff,Away,72,Oklahoma State,86,Home,,Loss,-14,-14.65,-0.13,Division 1
11/16/15,Buffalo,Away,58,Old Dominion,77,Home,,Loss,-19,1.94,5.79,Division 1
11/16/15,Oklahoma State,Home,86,Arkansas-Pine Bluff,72,Away,,Win,14,-0.13,-14.65,Division 1
11/16/15,North Texas,Home,110,Texas College,61,Away,,Win,49,-3.72,0.00,Non Division 1
11/16/15,Texas-Rio Grande Valley,Away,84,North Florida,106,Home,,Loss,-22,-9.82,6.97,Division 1
11/16/15,Texas College,Away,61,North Texas,110,Home,,Loss,-49,0.00,-3.72,Non Division 1
11/16/15,Northwestern State,Home,97,Louisiana State-Alexandria,99,Away,,Loss,-2,-5.31,0.00,Non Division 1
11/16/15,Louisiana State-Alexandria,Away,99,Northwestern State,97,Home,,Win,2,0.00,-5.31,Non Division 1
11/16/15,Portland State,Home,105,Pacific Lutheran,60,Away,,Win,45,-0.52,0.00,Non Division 1
11/16/15,Pacific Lutheran,Away,60,Portland State,105,Home,,Loss,-45,0.00,-0.52,Non Division 1
11/16/15,Presbyterian,Home,74,South Carolina Upstate,73,Away,,Win,1,-5.28,-5.63,Division 1
11/16/15,Manhattan,Away,63,Saint Mary's (CA),89,Home,,Loss,-26,-4.83,14.79,Division 1
11/16/15,South Carolina Upstate,Away,73,Presbyterian,74,Home,,Loss,-1,-5.63,-5.28,Division 1
11/16/15,Baylor,Away,67,Oregon,74,Home,,Loss,-7,8.73,9.28,Division 1
11/16/15,Old Dominion,Home,77,Buffalo,58,Away,,Win,19,5.79,1.94,Division 1
11/16/15,Oregon,Home,74,Baylor,67,Away,,Win,7,9.28,8.73,Division 1
11/16/15,San Diego Christian,Away,49,Pepperdine,91,Home,,Loss,-42,0.00,2.76,Non Division 1
11/16/15,Pepperdine,Home,91,San Diego Christian,49,Away,,Win,42,2.76,0.00,Non Division 1
11/16/15,Michigan,Home,88,Elon,68,Away,,Win,20,8.47,0.55,Division 1
11/16/15,Elon,Away,68,Michigan,88,Home,,Loss,-20,0.55,8.47,Division 1
11/16/15,Georgia Southern,Away,72,Mississippi,82,Home,,Loss,-10,2.43,2.62,Division 1
11/16/15,Mississippi State,Home,72,Southern,76,Away,,Loss,-4,2.14,3.59,Division 1
11/16/15,Mississippi,Home,82,Georgia Southern,72,Away,,Win,10,2.62,2.43,Division 1
11/16/15,George Mason,Away,60,Mercer,69,Home,,Loss,-9,-5.93,4.16,Division 1
11/16/15,Marquette,Home,75,IUPUI,71,Away,,Win,4,3.33,-5.35,Division 1
11/16/15,Mercer,Home,69,George Mason,60,Away,,Win,9,4.16,-5.93,Division 1
11/16/15,Miami (FL),Home,93,Louisiana-Lafayette,77,Away,,Win,16,9.93,6.59,Division 1
11/16/15,Louisiana-Lafayette,Away,77,Miami (FL),93,Home,,Loss,-16,6.59,9.93,Division 1
11/16/15,North Carolina Central,Home,78,Allen,54,Away,,Win,24,0.34,0.00,Non Division 1
11/16/15,Allen,Away,54,North Carolina Central,78,Home,,Loss,-24,0.00,0.34,Non Division 1
11/16/15,Eastern Kentucky,Away,59,North Carolina-Wilmington,78,Home,,Loss,-19,1.42,8.17,Division 1
11/16/15,North Florida,Home,106,Texas-Rio Grande Valley,84,Away,,Win,22,6.97,-9.82,Division 1
