Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
2/27/16,Louisiana Tech,Home,88,Rice,69,Away,,Win,19,8.72,-4.10,Division 1
2/27/16,Louisiana State,Home,96,Florida,91,Away,,Win,5,3.35,4.97,Division 1
2/27/16,UC-Riverside,Away,55,Long Beach State,66,Home,,Loss,-11,1.43,1.28,Division 1
2/27/16,Liberty,Home,86,Gardner-Webb,81,Away,,Win,5,-2.81,0.80,Division 1
2/27/16,Bryant,Away,88,Long Island University,83,Home,,Win,5,-11.06,-0.55,Division 1
2/27/16,Long Beach State,Home,66,UC-Riverside,55,Away,,Win,11,1.28,1.43,Division 1
2/27/16,Rice,Away,69,Louisiana Tech,88,Home,,Loss,-19,-4.10,8.72,Division 1
2/27/16,Maryland-Eastern Shore,Home,74,Delaware State,65,Away,,Win,9,-7.43,-11.37,Division 1
2/27/16,Delaware State,Away,65,Maryland-Eastern Shore,74,Home,,Loss,-9,-11.37,-7.43,Division 1
2/27/16,Nicholls State,Away,69,McNeese State,71,Home,,Loss,-2,-10.87,-8.22,Division 1
2/27/16,McNeese State,Home,71,Nicholls State,69,Away,,Win,2,-8.22,-10.87,Division 1
2/27/16,Pepperdine,Away,83,Loyola Marymount,90,Home,,Loss,-7,2.76,-3.52,Division 1
2/27/16,Loyola Marymount,Home,90,Pepperdine,83,Away,,Win,7,-3.52,2.76,Division 1
2/27/16,Villanova,Away,89,Marquette,79,Home,,Win,10,13.93,3.33,Division 1
2/27/16,Marquette,Home,79,Villanova,89,Away,,Loss,-10,3.33,13.93,Division 1
2/27/16,Mississippi Valley State,Away,49,Jackson State,60,Home,,Loss,-11,-13.39,3.66,Division 1
2/27/16,Jackson State,Home,60,Mississippi Valley State,49,Away,,Win,11,3.66,-13.39,Division 1
2/27/16,Morehead State,Away,82,Jacksonville State,71,Home,,Win,11,5.62,-4.32,Division 1
2/27/16,Jacksonville State,Home,71,Morehead State,82,Away,,Loss,-11,-4.32,5.62,Division 1
2/27/16,Kansas State,Away,61,Iowa State,80,Home,,Loss,-19,2.33,7.73,Division 1
2/27/16,Iowa State,Home,80,Kansas State,61,Away,,Win,19,7.73,2.33,Division 1
2/27/16,IUPUI,Home,80,IPFW,77,Away,,Win,3,-5.35,4.03,Division 1
2/27/16,IPFW,Away,77,IUPUI,80,Home,,Loss,-3,4.03,-5.35,Division 1
2/27/16,James Madison,Home,71,William & Mary,65,Away,,Win,6,7.19,5.76,Division 1
2/27/16,Colgate,Away,77,Lafayette,79,Home,,Loss,-2,-1.55,-9.00,Division 1
2/27/16,La Salle,Home,76,George Mason,68,Away,,Win,8,-11.07,-5.93,Division 1
2/27/16,Gardner-Webb,Away,81,Liberty,86,Home,,Loss,-5,0.80,-2.81,Division 1
2/27/16,Lafayette,Home,79,Colgate,77,Away,,Win,2,-9.00,-1.55,Division 1
2/27/16,Kansas,Home,67,Texas Tech,58,Away,,Win,9,14.23,2.52,Division 1
2/27/16,William & Mary,Away,65,James Madison,71,Home,,Loss,-6,5.76,7.19,Division 1
2/27/16,George Mason,Away,68,La Salle,76,Home,,Loss,-8,-5.93,-11.07,Division 1
2/27/16,Texas Tech,Away,58,Kansas,67,Home,,Loss,-9,2.52,14.23,Division 1
2/27/16,Bethune-Cookman,Home,69,North Carolina Central,61,Away,,Win,8,-1.74,0.34,Division 1
2/27/16,Eastern Michigan,Away,79,Ball State,115,Home,,Loss,-36,2.16,4.39,Division 1
2/27/16,Binghamton,Home,78,Maine,66,Away,,Win,12,-7.83,-10.69,Division 1
2/27/16,North Carolina Central,Away,61,Bethune-Cookman,69,Home,,Loss,-8,0.34,-1.74,Division 1
2/27/16,Austin Peay,Home,83,Southeast Missouri State,75,Away,,Win,8,-0.97,-10.62,Division 1
2/27/16,Lehigh,Away,82,Army,72,Home,,Win,10,1.48,3.13,Division 1
2/27/16,Ball State,Home,115,Eastern Michigan,79,Away,,Win,36,4.39,2.16,Division 1
2/27/16,Southeast Missouri State,Away,75,Austin Peay,83,Home,,Loss,-8,-10.62,-0.97,Division 1
2/27/16,Maine,Away,66,Binghamton,78,Home,,Loss,-12,-10.69,-7.83,Division 1
2/27/16,Gonzaga,Away,71,Brigham Young,68,Home,,Win,3,13.50,11.87,Division 1
2/27/16,Brigham Young,Home,68,Gonzaga,71,Away,,Loss,-3,11.87,13.50,Division 1
2/27/16,Harvard,Away,61,Brown,52,Home,,Win,9,-0.14,-4.15,Division 1
2/27/16,Brown,Home,52,Harvard,61,Away,,Loss,-9,-4.15,-0.14,Division 1
2/27/16,Georgia Tech,Away,76,Boston College,71,Home,,Win,5,2.77,-8.93,Division 1
2/27/16,Boston College,Home,71,Georgia Tech,76,Away,,Loss,-5,-8.93,2.77,Division 1
2/27/16,Holy Cross,Away,68,Boston University,83,Home,,Loss,-15,-5.77,1.03,Division 1
2/27/16,Boston University,Home,83,Holy Cross,68,Away,,Win,15,1.03,-5.77,Division 1
2/27/16,Western Kentucky,Away,67,Alabama-Birmingham,71,Home,,Loss,-4,0.21,10.07,Division 1
2/27/16,Alabama-Birmingham,Home,71,Western Kentucky,67,Away,,Win,4,10.07,0.21,Division 1
2/27/16,Hartford,Away,59,Albany (NY),75,Home,,Loss,-16,-7.90,10.58,Division 1
2/27/16,Albany (NY),Home,75,Hartford,59,Away,,Win,16,10.58,-7.90,Division 1
2/27/16,New Orleans,Away,84,Abilene Christian,87,Home,,Loss,-3,-2.81,-1.86,Division 1
2/27/16,Abilene Christian,Home,87,New Orleans,84,Away,,Win,3,-1.86,-2.81,Division 1
2/27/16,Auburn,Away,57,Alabama,65,Home,,Loss,-8,-6.14,0.03,Division 1
2/27/16,Alabama,Home,65,Auburn,57,Away,,Win,8,0.03,-6.14,Division 1
2/27/16,Alcorn State,Home,70,Southern,56,Away,,Win,14,-5.70,3.59,Division 1
2/27/16,Arkansas State,Home,75,Texas-Arlington,79,Away,,Loss,-4,-2.13,9.86,Division 1
2/27/16,Texas State,Away,68,Arkansas-Little Rock,73,Home,,Loss,-5,1.04,11.73,Division 1
2/27/16,Army,Home,72,Lehigh,82,Away,,Loss,-10,3.13,1.48,Division 1
2/27/16,Texas-Arlington,Away,79,Arkansas State,75,Home,,Win,4,9.86,-2.13,Division 1
2/27/16,American,Home,67,Loyola (MD),66,Away,,Win,1,-8.28,-5.67,Division 1
2/27/16,Southern,Away,56,Alcorn State,70,Home,,Loss,-14,3.59,-5.70,Division 1
2/27/16,Arkansas-Little Rock,Home,73,Texas State,68,Away,,Win,5,11.73,1.04,Division 1
2/27/16,Loyola (MD),Away,66,American,67,Home,,Loss,-1,-5.67,-8.28,Division 1
2/27/16,Denver,Home,70,North Dakota State,59,Away,,Win,11,-0.34,4.47,Division 1
2/27/16,Elon,Away,77,Delaware,59,Home,,Win,18,0.55,-9.66,Division 1
2/27/16,Drake,Home,69,Loyola (IL),59,Away,,Win,10,-4.74,-0.97,Division 1
2/27/16,North Dakota State,Away,59,Denver,70,Home,,Loss,-11,4.47,-0.34,Division 1
2/27/16,Dayton,Home,66,Rhode Island,75,Away,,Loss,-9,7.69,4.76,Division 1
2/27/16,Morgan State,Away,74,Coppin State,72,Home,,Win,2,-4.50,-9.43,Division 1
2/27/16,Delaware,Home,59,Elon,77,Away,,Loss,-18,-9.66,0.55,Division 1
2/27/16,Rhode Island,Away,75,Dayton,66,Home,,Win,9,4.76,7.69,Division 1
2/27/16,Loyola (IL),Away,59,Drake,69,Home,,Loss,-10,-0.97,-4.74,Division 1
2/27/16,East Carolina,Home,56,Cincinnati,65,Away,,Loss,-9,-3.21,11.83,Division 1
2/27/16,Cincinnati,Away,65,East Carolina,56,Home,,Win,9,11.83,-3.21,Division 1
2/27/16,Wofford,Away,66,East Tennessee State,71,Home,,Loss,-5,0.19,4.06,Division 1
2/27/16,East Tennessee State,Home,71,Wofford,66,Away,,Win,5,4.06,0.19,Division 1
2/27/16,Northeastern,Away,61,Drexel,59,Home,,Win,2,0.94,-7.34,Division 1
2/27/16,Drexel,Home,59,Northeastern,61,Away,,Loss,-2,-7.34,0.94,Division 1
2/27/16,Richmond,Away,83,Duquesne,67,Home,,Win,16,3.34,2.40,Division 1
2/27/16,Duquesne,Home,67,Richmond,83,Away,,Loss,-16,2.40,3.34,Division 1
2/27/16,UC-Irvine,Away,62,UC-Davis,61,Home,,Win,1,4.73,-1.56,Division 1
2/27/16,UC-Davis,Home,61,UC-Irvine,62,Away,,Loss,-1,-1.56,4.73,Division 1
2/27/16,Winthrop,Away,87,Campbell,71,Home,,Win,16,6.34,0.48,Division 1
2/27/16,Campbell,Home,71,Winthrop,87,Away,,Loss,-16,0.48,6.34,Division 1
2/27/16,Grand Canyon,Away,62,Cal State Bakersfield,77,Home,,Loss,-15,8.20,8.68,Division 1
2/27/16,Cal State Bakersfield,Home,77,Grand Canyon,62,Away,,Win,15,8.68,8.20,Division 1
2/27/16,UC-Santa Barbara,Away,80,Cal State Fullerton,62,Home,,Win,18,2.41,-3.21,Division 1
2/27/16,Cal State Fullerton,Home,62,UC-Santa Barbara,80,Away,,Loss,-18,-3.21,2.41,Division 1
2/27/16,Central Connecticut State,Home,75,Fairleigh Dickinson,81,Away,,Loss,-6,-13.10,-0.90,Division 1
2/27/16,Cleveland State,Home,51,Wright State,55,Away,,Loss,-4,-6.77,1.94,Division 1
2/27/16,Samford,Away,66,Chattanooga,77,Home,,Loss,-11,-0.13,9.61,Division 1
2/27/16,Coppin State,Home,72,Morgan State,74,Away,,Loss,-2,-9.43,-4.50,Division 1
2/27/16,Wright State,Away,55,Cleveland State,51,Home,,Win,4,1.94,-6.77,Division 1
2/27/16,Charlotte,Home,88,Texas-El Paso,78,Away,,Win,10,-1.69,2.33,Division 1
2/27/16,Fairleigh Dickinson,Away,81,Central Connecticut State,75,Home,,Win,6,-0.90,-13.10,Division 1
2/27/16,Chattanooga,Home,77,Samford,66,Away,,Win,11,9.61,-0.13,Division 1
2/27/16,Texas-El Paso,Away,78,Charlotte,88,Home,,Loss,-10,2.33,-1.69,Division 1
2/27/16,Louisville,Away,65,Miami (FL),73,Home,,Loss,-8,15.03,9.93,Division 1
2/27/16,Stephen F. Austin,Home,82,Houston Baptist,54,Away,,Win,28,15.82,2.69,Division 1
2/27/16,Houston Baptist,Away,54,Stephen F. Austin,82,Home,,Loss,-28,2.69,15.82,Division 1
2/27/16,Vermont,Away,76,Stony Brook,62,Home,,Win,14,4.35,13.66,Division 1
2/27/16,Stony Brook,Home,62,Vermont,76,Away,,Loss,-14,13.66,4.35,Division 1
2/27/16,St. Francis (NY),Home,55,Mount St. Mary's,49,Away,,Win,6,-0.87,-2.19,Division 1
2/27/16,Mount St. Mary's,Away,49,St. Francis (NY),55,Home,,Loss,-6,-2.19,-0.87,Division 1
2/27/16,UCLA,Away,70,Stanford,79,Home,,Loss,-9,2.10,1.56,Division 1
2/27/16,Stanford,Home,79,UCLA,70,Away,,Win,9,1.56,2.10,Division 1
2/27/16,Tennessee,Home,65,Arkansas,75,Away,,Loss,-10,-0.52,4.55,Division 1
2/27/16,Arkansas,Away,75,Tennessee,65,Home,,Win,10,4.55,-0.52,Division 1
2/27/16,Tennessee Tech,Home,92,Eastern Kentucky,82,Away,,Win,10,3.86,1.42,Division 1
2/27/16,Eastern Kentucky,Away,82,Tennessee Tech,92,Home,,Loss,-10,1.42,3.86,Division 1
2/27/16,Syracuse,Home,75,North Carolina State,66,Away,,Win,9,5.00,1.34,Division 1
2/27/16,North Carolina State,Away,66,Syracuse,75,Home,,Loss,-9,1.34,5.00,Division 1
2/27/16,Temple,Home,63,Central Florida,61,Away,,Win,2,0.68,-2.89,Division 1
2/27/16,Central Florida,Away,61,Temple,63,Home,,Loss,-2,-2.89,0.68,Division 1
2/27/16,St. Bonaventure,Home,85,Massachusetts,83,Away,,Win,2,5.04,-2.25,Division 1
2/27/16,Louisiana-Lafayette,Away,70,South Alabama,83,Home,,Loss,-13,6.59,-3.13,Division 1
2/27/16,Utah Valley,Away,69,Seattle,72,Home,,Loss,-3,-2.54,-1.04,Division 1
2/27/16,Oral Roberts,Away,65,South Dakota State,73,Home,,Loss,-8,-0.83,8.93,Division 1
2/27/16,South Alabama,Home,83,Louisiana-Lafayette,70,Away,,Win,13,-3.13,6.59,Division 1
2/27/16,Savannah State,Home,76,South Carolina State,64,Away,,Win,12,-5.59,-0.31,Division 1
2/27/16,Santa Clara,Home,69,Pacific,65,Away,,Win,4,-5.90,-2.18,Division 1
2/27/16,Seattle,Home,72,Utah Valley,69,Away,,Win,3,-1.04,-2.54,Division 1
2/27/16,South Carolina State,Away,64,Savannah State,76,Home,,Loss,-12,-0.31,-5.59,Division 1
2/27/16,North Texas,Away,70,Southern Mississippi,81,Home,,Loss,-11,-3.72,-6.00,Division 1
2/27/16,Southern Illinois,Home,78,Missouri State,68,Away,,Win,10,4.42,-5.33,Division 1
2/27/16,Massachusetts,Away,83,St. Bonaventure,85,Home,,Loss,-2,-2.25,5.04,Division 1
2/27/16,Southern Mississippi,Home,81,North Texas,70,Away,,Win,11,-6.00,-3.72,Division 1
2/27/16,Central Arkansas,Away,56,Southeastern Louisiana,75,Home,,Loss,-19,-8.54,-4.73,Division 1
2/27/16,South Dakota State,Home,73,Oral Roberts,65,Away,,Win,8,8.93,-0.83,Division 1
2/27/16,Missouri State,Away,68,Southern Illinois,78,Home,,Loss,-10,-5.33,4.42,Division 1
2/27/16,Southeastern Louisiana,Home,75,Central Arkansas,56,Away,,Win,19,-4.73,-8.54,Division 1
2/27/16,Oklahoma,Away,63,Texas,76,Home,,Loss,-13,11.13,4.00,Division 1
2/27/16,Weber State,Home,60,Montana,54,Away,,Win,6,11.24,4.81,Division 1
2/27/16,Montana,Away,54,Weber State,60,Home,,Loss,-6,4.81,11.24,Division 1
2/27/16,Western Carolina,Home,73,Furman,62,Away,,Win,11,-0.23,4.94,Division 1
2/27/16,Furman,Away,62,Western Carolina,73,Home,,Loss,-11,4.94,-0.23,Division 1
2/27/16,Virginia Military Institute,Home,111,Citadel,95,Away,,Win,16,-6.07,-6.68,Division 1
2/27/16,Citadel,Away,95,Virginia Military Institute,111,Home,,Loss,-16,-6.68,-6.07,Division 1
2/27/16,Wagner,Home,62,Robert Morris,54,Away,,Win,8,6.62,-5.68,Division 1
2/27/16,Robert Morris,Away,54,Wagner,62,Home,,Loss,-8,-5.68,6.62,Division 1
2/27/16,Yale,Home,76,Dartmouth,71,Away,,Win,5,11.42,0.54,Division 1
2/27/16,Dartmouth,Away,71,Yale,76,Home,,Loss,-5,0.54,11.42,Division 1
2/27/16,Youngstown State,Home,94,Northern Kentucky,75,Away,,Win,19,-7.48,-3.45,Division 1
2/27/16,Northern Kentucky,Away,75,Youngstown State,94,Home,,Loss,-19,-3.45,-7.48,Division 1
2/27/16,Western Illinois,Home,90,South Dakota,76,Away,,Win,14,-0.37,-2.52,Division 1
2/27/16,South Dakota,Away,76,Western Illinois,90,Home,,Loss,-14,-2.52,-0.37,Division 1
2/27/16,Wichita State,Home,74,Illinois State,58,Away,,Win,16,14.80,1.72,Division 1
2/27/16,Illinois State,Away,58,Wichita State,74,Home,,Loss,-16,1.72,14.80,Division 1
2/27/16,Virginia,Home,79,North Carolina,74,Away,,Win,5,10.37,12.60,Division 1
2/27/16,Central Michigan,Away,76,Toledo,74,Home,,Win,2,4.06,6.68,Division 1
2/27/16,Texas Southern,Home,77,Alabama A&M,54,Away,,Win,23,2.86,-2.48,Division 1
2/27/16,Louisiana-Monroe,Away,66,Troy,51,Home,,Win,15,3.48,-4.53,Division 1
2/27/16,Toledo,Home,74,Central Michigan,76,Away,,Loss,-2,6.68,4.06,Division 1
2/27/16,Baylor,Away,86,Texas Christian,71,Home,,Win,15,8.73,-3.97,Division 1
2/27/16,Texas,Home,76,Oklahoma,63,Away,,Win,13,4.00,11.13,Division 1
2/27/16,Alabama A&M,Away,54,Texas Southern,77,Home,,Loss,-23,-2.48,2.86,Division 1
2/27/16,Texas Christian,Home,71,Baylor,86,Away,,Loss,-15,-3.97,8.73,Division 1
2/27/16,Kentucky,Away,62,Vanderbilt,74,Home,,Loss,-12,10.90,10.10,Division 1
2/27/16,Utah State,Home,88,San Jose State,70,Away,,Win,18,1.64,-3.11,Division 1
2/27/16,North Carolina,Away,74,Virginia,79,Home,,Loss,-5,12.60,10.37,Division 1
2/27/16,Vanderbilt,Home,74,Kentucky,62,Away,,Win,12,10.10,10.90,Division 1
2/27/16,Arizona,Away,64,Utah,70,Home,,Loss,-6,12.76,10.17,Division 1
2/27/16,Troy,Home,51,Louisiana-Monroe,66,Away,,Loss,-15,-4.53,3.48,Division 1
2/27/16,San Jose State,Away,70,Utah State,88,Home,,Loss,-18,-3.11,1.64,Division 1
2/27/16,Utah,Home,70,Arizona,64,Away,,Win,6,10.17,12.76,Division 1
2/27/16,Pacific,Away,65,Santa Clara,69,Home,,Loss,-4,-2.18,-5.90,Division 1
2/27/16,North Carolina-Asheville,Home,79,Coastal Carolina,81,Away,,Loss,-2,7.27,7.79,Division 1
2/27/16,Coastal Carolina,Away,81,North Carolina-Asheville,79,Home,,Win,2,7.79,7.27,Division 1
2/27/16,Towson,Away,68,North Carolina-Wilmington,74,Home,,Loss,-6,5.16,8.17,Division 1
2/27/16,North Carolina-Wilmington,Home,74,Towson,68,Away,,Win,6,8.17,5.16,Division 1
2/27/16,New Hampshire,Home,78,Maryland-Baltimore County,69,Away,,Win,9,1.41,-8.45,Division 1
2/27/16,Maryland-Baltimore County,Away,69,New Hampshire,78,Home,,Loss,-9,-8.45,1.41,Division 1
2/27/16,New Mexico,Home,82,Fresno State,92,Away,,Loss,-10,2.70,4.53,Division 1
2/27/16,Fresno State,Away,92,New Mexico,82,Home,,Win,10,4.53,2.70,Division 1
2/27/16,Portland State,Away,89,Northern Colorado,86,Home,,Win,3,-0.52,-6.11,Division 1
2/27/16,Northern Colorado,Home,86,Portland State,89,Away,,Loss,-3,-6.11,-0.52,Division 1
2/27/16,Western Michigan,Away,67,Northern Illinois,76,Home,,Loss,-9,-0.45,5.65,Division 1
2/27/16,Northern Illinois,Home,76,Western Michigan,67,Away,,Win,9,5.65,-0.45,Division 1
2/27/16,Sacramento State,Away,71,North Dakota,97,Home,,Loss,-26,-1.22,4.04,Division 1
2/27/16,North Dakota,Home,97,Sacramento State,71,Away,,Win,26,4.04,-1.22,Division 1
2/27/16,Southern Utah,Away,69,Northern Arizona,59,Home,,Win,10,-11.00,-12.63,Division 1
2/27/16,Northern Arizona,Home,59,Southern Utah,69,Away,,Loss,-10,-12.63,-11.00,Division 1
2/27/16,Wyoming,Away,74,Nevada-Las Vegas,79,Home,,Loss,-5,-0.13,6.57,Division 1
2/27/16,Mississippi State,Home,68,South Carolina,58,Away,,Win,10,2.14,7.30,Division 1
2/27/16,Middle Tennessee,Home,83,Marshall,74,Away,,Win,9,3.43,1.55,Division 1
2/27/16,Missouri,Home,69,Texas A&M,84,Away,,Loss,-15,-4.20,10.33,Division 1
2/27/16,South Carolina,Away,58,Mississippi State,68,Home,,Loss,-10,7.30,2.14,Division 1
2/27/16,Kent State,Away,65,Miami (OH),74,Home,,Loss,-9,2.39,-5.35,Division 1
2/27/16,Miami (FL),Home,73,Louisville,65,Away,,Win,8,9.93,15.03,Division 1
2/27/16,Marshall,Away,74,Middle Tennessee,83,Home,,Loss,-9,1.55,3.43,Division 1
2/27/16,Miami (OH),Home,74,Kent State,65,Away,,Win,9,-5.35,2.39,Division 1
2/27/16,Bucknell,Away,77,Navy,73,Home,,Win,4,6.03,3.03,Division 1
2/27/16,Tennessee-Martin,Away,55,Murray State,79,Home,,Loss,-24,1.84,3.79,Division 1
2/27/16,Nevada-Las Vegas,Home,79,Wyoming,74,Away,,Win,5,6.57,-0.13,Division 1
2/27/16,Navy,Home,73,Bucknell,77,Away,,Loss,-4,3.03,6.03,Division 1
2/27/16,Missouri-Kansas City,Home,61,New Mexico State,62,Away,,Loss,-1,-3.75,7.70,Division 1
2/27/16,Texas A&M,Away,84,Missouri,69,Home,,Win,15,10.33,-4.20,Division 1
2/27/16,Murray State,Home,79,Tennessee-Martin,55,Away,,Win,24,3.79,1.84,Division 1
2/27/16,New Mexico State,Away,62,Missouri-Kansas City,61,Home,,Win,1,7.70,-3.75,Division 1
2/27/16,Northwestern,Home,98,Rutgers,59,Away,,Win,39,6.00,-13.10,Division 1
2/27/16,Saint Francis (PA),Away,78,Sacred Heart,88,Home,,Loss,-10,-2.38,-3.83,Division 1
2/27/16,Sacred Heart,Home,88,Saint Francis (PA),78,Away,,Win,10,-3.83,-2.38,Division 1
2/27/16,Saint Peter's,Home,72,Fairfield,68,Away,,Win,4,-0.41,-0.13,Division 1
2/27/16,Fairfield,Away,68,Saint Peter's,72,Home,,Loss,-4,-0.13,-0.41,Division 1
2/27/16,Purdue,Home,83,Maryland,79,Away,,Win,4,13.07,10.59,Division 1
2/27/16,Maryland,Away,79,Purdue,83,Home,,Loss,-4,10.59,13.07,Division 1
2/27/16,Radford,Home,81,Longwood,92,Away,,Loss,-11,0.63,-3.26,Division 1
2/27/16,Longwood,Away,92,Radford,81,Home,,Win,11,-3.26,0.63,Division 1
2/27/16,San Diego State,Home,63,Boise State,66,Away,,Loss,-3,7.10,7.83,Division 1
2/27/16,Boise State,Away,66,San Diego State,63,Home,,Win,3,7.83,7.10,Division 1
2/27/16,San Francisco,Home,72,Saint Mary's (CA),84,Away,,Loss,-12,-1.00,14.79,Division 1
2/27/16,Saint Mary's (CA),Away,84,San Francisco,72,Home,,Win,12,14.79,-1.00,Division 1
2/27/16,Texas A&M-Corpus Christi,Away,75,Sam Houston State,70,Home,,Win,5,5.45,4.59,Division 1
2/27/16,Sam Houston State,Home,70,Texas A&M-Corpus Christi,75,Away,,Loss,-5,4.59,5.45,Division 1
2/27/16,San Diego,Home,85,Portland,76,Away,,Win,9,-8.59,-1.42,Division 1
2/27/16,Portland,Away,76,San Diego,85,Home,,Loss,-9,-1.42,-8.59,Division 1
2/27/16,Providence,Home,87,DePaul,66,Away,,Win,21,3.63,-6.97,Division 1
2/27/16,Old Dominion,Home,78,Texas-San Antonio,56,Away,,Win,22,5.79,-11.47,Division 1
2/27/16,West Virginia,Away,70,Oklahoma State,56,Home,,Win,14,13.27,-0.13,Division 1
2/27/16,Columbia,Away,93,Pennsylvania,65,Home,,Win,28,7.90,-3.00,Division 1
2/27/16,Texas-San Antonio,Away,56,Old Dominion,78,Home,,Loss,-22,-11.47,5.79,Division 1
2/27/16,Buffalo,Away,96,Ohio,103,Home,,Loss,-7,1.94,4.07,Division 1
2/27/16,Rutgers,Away,59,Northwestern,98,Home,,Loss,-39,-13.10,6.00,Division 1
2/27/16,Oklahoma State,Home,56,West Virginia,70,Away,,Loss,-14,-0.13,13.27,Division 1
2/27/16,Ohio,Home,103,Buffalo,96,Away,,Win,7,4.07,1.94,Division 1
2/27/16,Cornell,Away,60,Princeton,74,Home,,Loss,-14,-6.96,11.68,Division 1
2/27/16,Presbyterian,Home,60,High Point,80,Away,,Loss,-20,-5.28,8.17,Division 1
2/27/16,DePaul,Away,66,Providence,87,Home,,Loss,-21,-6.97,3.63,Division 1
2/27/16,Princeton,Home,74,Cornell,60,Away,,Win,14,11.68,-6.96,Division 1
2/27/16,Alabama State,Away,73,Prairie View,68,Home,,Win,5,-3.18,-10.79,Division 1
2/27/16,Pennsylvania,Home,65,Columbia,93,Away,,Loss,-28,-3.00,7.90,Division 1
2/27/16,High Point,Away,80,Presbyterian,60,Home,,Win,20,8.17,-5.28,Division 1
2/27/16,Prairie View,Home,68,Alabama State,73,Away,,Loss,-5,-10.79,-3.18,Division 1
2/28/16,Memphis,Home,92,Tulsa,82,Away,,Win,10,5.87,5.03,Division 1
2/28/16,Tulsa,Away,82,Memphis,92,Home,,Loss,-10,5.03,5.87,Division 1
2/28/16,Michigan State,Home,88,Penn State,57,Away,,Win,31,16.45,-3.93,Division 1
2/28/16,Minnesota,Away,71,Illinois,84,Home,,Loss,-13,-4.18,-2.10,Division 1
2/28/16,Canisius,Away,78,Iona,86,Home,,Loss,-8,-1.55,5.45,Division 1
2/28/16,Iona,Home,86,Canisius,78,Away,,Win,8,5.45,-1.55,Division 1
2/28/16,Penn State,Away,57,Michigan State,88,Home,,Loss,-31,-3.93,16.45,Division 1
2/28/16,Niagara,Away,68,Monmouth,77,Home,,Loss,-9,-7.63,7.81,Division 1
2/28/16,Colorado State,Away,80,Nevada,87,Home,,Loss,-7,1.93,4.38,Division 1
2/28/16,Nevada,Home,87,Colorado State,80,Away,,Win,7,4.38,1.93,Division 1
2/28/16,Illinois-Chicago,Away,85,Milwaukee,98,Home,,Loss,-13,-10.21,7.06,Division 1
2/28/16,Milwaukee,Home,98,Illinois-Chicago,85,Away,,Win,13,7.06,-10.21,Division 1
2/28/16,Monmouth,Home,77,Niagara,68,Away,,Win,9,7.81,-7.63,Division 1
2/28/16,Texas-Rio Grande Valley,Away,89,Chicago State,79,Home,,Win,10,-9.82,-9.57,Division 1
2/28/16,Arizona State,Away,69,Colorado,79,Home,,Loss,-10,-0.69,5.27,Division 1
2/28/16,Colorado,Home,79,Arizona State,69,Away,,Win,10,5.27,-0.69,Division 1
2/28/16,University of California,Home,87,Southern California,65,Away,,Win,22,9.07,6.34,Division 1
2/28/16,Southern California,Away,65,University of California,87,Home,,Loss,-22,6.34,9.07,Division 1
2/28/16,Chicago State,Home,79,Texas-Rio Grande Valley,89,Away,,Loss,-10,-9.57,-9.82,Division 1
2/28/16,Connecticut,Home,68,Houston,75,Away,,Loss,-7,11.03,9.28,Division 1
2/28/16,Green Bay,Home,68,Valparaiso,70,Away,,Loss,-2,3.97,14.23,Division 1
2/28/16,Valparaiso,Away,70,Green Bay,68,Home,,Win,2,14.23,3.97,Division 1
2/28/16,Illinois,Home,84,Minnesota,71,Away,,Win,13,-2.10,-4.18,Division 1
2/28/16,Houston,Away,75,Connecticut,68,Home,,Win,7,9.28,11.03,Division 1
2/28/16,Creighton,Home,100,St. John's (NY),59,Away,,Win,41,7.50,-9.20,Division 1
2/28/16,St. John's (NY),Away,59,Creighton,100,Home,,Loss,-41,-9.20,7.50,Division 1
2/28/16,Mercer,Away,65,North Carolina-Greensboro,69,Home,,Loss,-4,4.16,-0.26,Division 1
2/28/16,Siena,Home,80,Quinnipiac,65,Away,,Win,15,5.66,-5.48,Division 1
2/28/16,Southern Methodist,Home,74,Tulane,53,Away,,Win,21,14.18,-4.38,Division 1
2/28/16,Tulane,Away,53,Southern Methodist,74,Home,,Loss,-21,-4.38,14.18,Division 1
2/28/16,Seton Hall,Home,90,Xavier,81,Away,,Win,9,7.57,10.60,Division 1
2/28/16,Xavier,Away,81,Seton Hall,90,Home,,Loss,-9,10.60,7.57,Division 1
2/28/16,Quinnipiac,Away,65,Siena,80,Home,,Loss,-15,-5.48,5.66,Division 1
2/28/16,Wake Forest,Home,74,Virginia Tech,81,Away,,Loss,-7,-4.94,1.93,Division 1
2/28/16,Michigan,Away,57,Wisconsin,68,Home,,Loss,-11,8.47,5.03,Division 1
2/28/16,Wisconsin,Home,68,Michigan,57,Away,,Win,11,5.03,8.47,Division 1
2/28/16,Belmont,Away,72,Tennessee State,87,Home,,Loss,-15,4.60,5.03,Division 1
2/28/16,Tennessee State,Home,87,Belmont,72,Away,,Win,15,5.03,4.60,Division 1
2/28/16,Virginia Tech,Away,81,Wake Forest,74,Home,,Win,7,1.93,-4.94,Division 1
2/28/16,Saint Louis,Away,63,Saint Joseph's,77,Home,,Loss,-14,-6.39,8.79,Division 1
